accuracy,dataset,comparison_thr,model,thr,tipo,accuracy_value,TP,FP,FN,TN,0.precision,0.recall,0.f1-score,0.support,1.precision,1.recall,1.f1-score,1.support,macro avg.precision,macro avg.recall,macro avg.f1-score,macro avg.support,weighted avg.precision,weighted avg.recall,weighted avg.f1-score,weighted avg.support
0.54,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,SVC,0.4,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.752,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,KNN,0.4,1,0.752,385,133,115,367,0.7432432432432432,0.77,0.756385068762279,500.0,0.7614107883817427,0.734,0.7474541751527495,500.0,0.752327015812493,0.752,0.7519196219575142,1000.0,0.752327015812493,0.752,0.7519196219575142,1000.0
0.846,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,RF,0.5,1,0.846,473,127,27,373,0.7883333333333333,0.946,0.86,500.0,0.9325,0.746,0.8288888888888889,500.0,0.8604166666666666,0.846,0.8444444444444444,1000.0,0.8604166666666667,0.846,0.8444444444444444,1000.0
0.757,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,DT,0.5,1,0.757,335,78,165,422,0.8111380145278451,0.67,0.7338444687842278,500.0,0.7189097103918228,0.844,0.7764489420423183,500.0,0.765023862459834,0.757,0.755146705413273,1000.0,0.7650238624598339,0.757,0.7551467054132731,1000.0
0.54,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,SVC,0.5,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.754,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,KNN,0.5,1,0.754,387,133,113,367,0.7442307692307693,0.774,0.7588235294117647,500.0,0.7645833333333333,0.734,0.7489795918367347,500.0,0.7544070512820513,0.754,0.7539015606242496,1000.0,0.7544070512820513,0.754,0.7539015606242496,1000.0
0.759,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,RF,0.1,1,0.759,422,163,78,337,0.7213675213675214,0.844,0.7778801843317973,500.0,0.8120481927710843,0.674,0.7366120218579235,500.0,0.7667078570693029,0.759,0.7572461030948604,1000.0,0.7667078570693029,0.759,0.7572461030948605,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,DT,0.1,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,SVC,0.1,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.75,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,KNN,0.1,1,0.75,384,134,116,366,0.7413127413127413,0.768,0.7544204322200393,500.0,0.7593360995850622,0.732,0.745417515274949,500.0,0.7503244204489017,0.75,0.7499189737474942,1000.0,0.7503244204489017,0.75,0.7499189737474942,1000.0
0.759,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,RF,0.2,1,0.759,422,163,78,337,0.7213675213675214,0.844,0.7778801843317973,500.0,0.8120481927710843,0.674,0.7366120218579235,500.0,0.7667078570693029,0.759,0.7572461030948604,1000.0,0.7667078570693029,0.759,0.7572461030948605,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,DT,0.2,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,SVC,0.2,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.75,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,KNN,0.2,1,0.75,384,134,116,366,0.7413127413127413,0.768,0.7544204322200393,500.0,0.7593360995850622,0.732,0.745417515274949,500.0,0.7503244204489017,0.75,0.7499189737474942,1000.0,0.7503244204489017,0.75,0.7499189737474942,1000.0
0.759,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,RF,0.3,1,0.759,422,163,78,337,0.7213675213675214,0.844,0.7778801843317973,500.0,0.8120481927710843,0.674,0.7366120218579235,500.0,0.7667078570693029,0.759,0.7572461030948604,1000.0,0.7667078570693029,0.759,0.7572461030948605,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,DT,0.3,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,SVC,0.3,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.75,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,KNN,0.3,1,0.75,384,134,116,366,0.7413127413127413,0.768,0.7544204322200393,500.0,0.7593360995850622,0.732,0.745417515274949,500.0,0.7503244204489017,0.75,0.7499189737474942,1000.0,0.7503244204489017,0.75,0.7499189737474942,1000.0
0.759,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,RF,0.4,1,0.759,422,163,78,337,0.7213675213675214,0.844,0.7778801843317973,500.0,0.8120481927710843,0.674,0.7366120218579235,500.0,0.7667078570693029,0.759,0.7572461030948604,1000.0,0.7667078570693029,0.759,0.7572461030948605,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,DT,0.4,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,SVC,0.4,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.75,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,KNN,0.4,1,0.75,384,134,116,366,0.7413127413127413,0.768,0.7544204322200393,500.0,0.7593360995850622,0.732,0.745417515274949,500.0,0.7503244204489017,0.75,0.7499189737474942,1000.0,0.7503244204489017,0.75,0.7499189737474942,1000.0
0.754,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,RF,0.5,1,0.754,418,164,82,336,0.718213058419244,0.836,0.7726432532347505,500.0,0.8038277511961722,0.672,0.7320261437908496,500.0,0.761020404807708,0.754,0.7523346985128001,1000.0,0.7610204048077082,0.754,0.7523346985128001,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,DT,0.5,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,SVC,0.5,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.3_with_chi.csv,fake,KNN,0.5,1,0.751,384,133,116,367,0.7427466150870407,0.768,0.7551622418879056,500.0,0.7598343685300207,0.734,0.7466937945066124,500.0,0.7512904918085307,0.751,0.7509280181972591,1000.0,0.7512904918085307,0.751,0.750928018197259,1000.0
0.771,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,RF,0.1,1,0.771,424,153,76,347,0.7348353552859619,0.848,0.787372330547818,500.0,0.8203309692671394,0.694,0.7518959913326111,500.0,0.7775831622765507,0.7709999999999999,0.7696341609402145,1000.0,0.7775831622765507,0.771,0.7696341609402145,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,DT,0.1,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,SVC,0.1,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,KNN,0.1,1,0.751,384,133,116,367,0.7427466150870407,0.768,0.7551622418879056,500.0,0.7598343685300207,0.734,0.7466937945066124,500.0,0.7512904918085307,0.751,0.7509280181972591,1000.0,0.7512904918085307,0.751,0.750928018197259,1000.0
0.771,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,RF,0.2,1,0.771,424,153,76,347,0.7348353552859619,0.848,0.787372330547818,500.0,0.8203309692671394,0.694,0.7518959913326111,500.0,0.7775831622765507,0.7709999999999999,0.7696341609402145,1000.0,0.7775831622765507,0.771,0.7696341609402145,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,DT,0.2,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,SVC,0.2,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,KNN,0.2,1,0.751,384,133,116,367,0.7427466150870407,0.768,0.7551622418879056,500.0,0.7598343685300207,0.734,0.7466937945066124,500.0,0.7512904918085307,0.751,0.7509280181972591,1000.0,0.7512904918085307,0.751,0.750928018197259,1000.0
0.771,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,RF,0.3,1,0.771,424,153,76,347,0.7348353552859619,0.848,0.787372330547818,500.0,0.8203309692671394,0.694,0.7518959913326111,500.0,0.7775831622765507,0.7709999999999999,0.7696341609402145,1000.0,0.7775831622765507,0.771,0.7696341609402145,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,DT,0.3,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,SVC,0.3,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,KNN,0.3,1,0.751,384,133,116,367,0.7427466150870407,0.768,0.7551622418879056,500.0,0.7598343685300207,0.734,0.7466937945066124,500.0,0.7512904918085307,0.751,0.7509280181972591,1000.0,0.7512904918085307,0.751,0.750928018197259,1000.0
0.771,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,RF,0.4,1,0.771,424,153,76,347,0.7348353552859619,0.848,0.787372330547818,500.0,0.8203309692671394,0.694,0.7518959913326111,500.0,0.7775831622765507,0.7709999999999999,0.7696341609402145,1000.0,0.7775831622765507,0.771,0.7696341609402145,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,DT,0.4,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,SVC,0.4,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,KNN,0.4,1,0.751,384,133,116,367,0.7427466150870407,0.768,0.7551622418879056,500.0,0.7598343685300207,0.734,0.7466937945066124,500.0,0.7512904918085307,0.751,0.7509280181972591,1000.0,0.7512904918085307,0.751,0.750928018197259,1000.0
0.769,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,RF,0.5,1,0.769,426,157,74,343,0.7307032590051458,0.852,0.7867036011080333,500.0,0.8225419664268585,0.686,0.7480916030534351,500.0,0.7766226127160021,0.769,0.7673976020807343,1000.0,0.7766226127160021,0.769,0.7673976020807343,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,DT,0.5,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,SVC,0.5,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.749,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.4_with_chi.csv,fake,KNN,0.5,1,0.749,383,134,117,366,0.7408123791102514,0.766,0.7531956735496559,500.0,0.7577639751552795,0.732,0.7446592065106816,500.0,0.7492881771327655,0.749,0.7489274400301688,1000.0,0.7492881771327654,0.749,0.7489274400301688,1000.0
0.921,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,RF,0.1,1,0.921,482,61,18,439,0.8876611418047882,0.964,0.9242569511025887,500.0,0.9606126914660832,0.878,0.9174503657262278,500.0,0.9241369166354356,0.921,0.9208536584144082,1000.0,0.9241369166354357,0.921,0.9208536584144082,1000.0
0.78,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,DT,0.1,1,0.78,500,220,0,280,0.6944444444444444,1.0,0.819672131147541,500.0,1.0,0.56,0.717948717948718,500.0,0.8472222222222222,0.78,0.7688104245481295,1000.0,0.8472222222222222,0.78,0.7688104245481295,1000.0
0.54,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,SVC,0.1,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,KNN,0.1,1,0.751,384,133,116,367,0.7427466150870407,0.768,0.7551622418879056,500.0,0.7598343685300207,0.734,0.7466937945066124,500.0,0.7512904918085307,0.751,0.7509280181972591,1000.0,0.7512904918085307,0.751,0.750928018197259,1000.0
0.921,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,RF,0.2,1,0.921,482,61,18,439,0.8876611418047882,0.964,0.9242569511025887,500.0,0.9606126914660832,0.878,0.9174503657262278,500.0,0.9241369166354356,0.921,0.9208536584144082,1000.0,0.9241369166354357,0.921,0.9208536584144082,1000.0
0.78,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,DT,0.2,1,0.78,500,220,0,280,0.6944444444444444,1.0,0.819672131147541,500.0,1.0,0.56,0.717948717948718,500.0,0.8472222222222222,0.78,0.7688104245481295,1000.0,0.8472222222222222,0.78,0.7688104245481295,1000.0
0.54,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,SVC,0.2,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,KNN,0.2,1,0.751,384,133,116,367,0.7427466150870407,0.768,0.7551622418879056,500.0,0.7598343685300207,0.734,0.7466937945066124,500.0,0.7512904918085307,0.751,0.7509280181972591,1000.0,0.7512904918085307,0.751,0.750928018197259,1000.0
0.921,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,RF,0.3,1,0.921,482,61,18,439,0.8876611418047882,0.964,0.9242569511025887,500.0,0.9606126914660832,0.878,0.9174503657262278,500.0,0.9241369166354356,0.921,0.9208536584144082,1000.0,0.9241369166354357,0.921,0.9208536584144082,1000.0
0.78,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,DT,0.3,1,0.78,500,220,0,280,0.6944444444444444,1.0,0.819672131147541,500.0,1.0,0.56,0.717948717948718,500.0,0.8472222222222222,0.78,0.7688104245481295,1000.0,0.8472222222222222,0.78,0.7688104245481295,1000.0
0.54,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,SVC,0.3,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,KNN,0.3,1,0.751,384,133,116,367,0.7427466150870407,0.768,0.7551622418879056,500.0,0.7598343685300207,0.734,0.7466937945066124,500.0,0.7512904918085307,0.751,0.7509280181972591,1000.0,0.7512904918085307,0.751,0.750928018197259,1000.0
0.921,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,RF,0.4,1,0.921,482,61,18,439,0.8876611418047882,0.964,0.9242569511025887,500.0,0.9606126914660832,0.878,0.9174503657262278,500.0,0.9241369166354356,0.921,0.9208536584144082,1000.0,0.9241369166354357,0.921,0.9208536584144082,1000.0
0.78,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,DT,0.4,1,0.78,500,220,0,280,0.6944444444444444,1.0,0.819672131147541,500.0,1.0,0.56,0.717948717948718,500.0,0.8472222222222222,0.78,0.7688104245481295,1000.0,0.8472222222222222,0.78,0.7688104245481295,1000.0
0.54,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,SVC,0.4,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,KNN,0.4,1,0.751,384,133,116,367,0.7427466150870407,0.768,0.7551622418879056,500.0,0.7598343685300207,0.734,0.7466937945066124,500.0,0.7512904918085307,0.751,0.7509280181972591,1000.0,0.7512904918085307,0.751,0.750928018197259,1000.0
0.92,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,RF,0.5,1,0.92,481,61,19,439,0.8874538745387454,0.962,0.9232245681381958,500.0,0.9585152838427947,0.878,0.9164926931106472,500.0,0.92298457919077,0.9199999999999999,0.9198586306244214,1000.0,0.92298457919077,0.92,0.9198586306244215,1000.0
0.78,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,DT,0.5,1,0.78,500,220,0,280,0.6944444444444444,1.0,0.819672131147541,500.0,1.0,0.56,0.717948717948718,500.0,0.8472222222222222,0.78,0.7688104245481295,1000.0,0.8472222222222222,0.78,0.7688104245481295,1000.0
0.54,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,SVC,0.5,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.75,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.3_with_chi.csv,fake,KNN,0.5,1,0.75,383,133,117,367,0.7422480620155039,0.766,0.7539370078740157,500.0,0.7582644628099173,0.734,0.7459349593495935,500.0,0.7502562624127106,0.75,0.7499359836118047,1000.0,0.7502562624127106,0.75,0.7499359836118047,1000.0
0.941,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.4_with_chi.csv,fake,RF,0.1,1,0.941,488,47,12,453,0.9121495327102803,0.976,0.9429951690821256,500.0,0.9741935483870968,0.906,0.938860103626943,500.0,0.9431715405486886,0.9410000000000001,0.9409276363545342,1000.0,0.9431715405486887,0.941,0.9409276363545344,1000.0
1.0,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.4_with_chi.csv,fake,DT,0.1,1,1.0,500,0,0,500,1.0,1.0,1.0,500.0,1.0,1.0,1.0,500.0,1.0,1.0,1.0,1000.0,1.0,1.0,1.0,1000.0
0.54,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.4_with_chi.csv,fake,SVC,0.1,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.4_with_chi.csv,fake,KNN,0.1,1,0.751,385,134,115,366,0.7418111753371869,0.77,0.7556427870461236,500.0,0.760914760914761,0.732,0.746177370030581,500.0,0.7513629681259739,0.751,0.7509100785383523,1000.0,0.7513629681259739,0.751,0.7509100785383523,1000.0
0.941,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.4_with_chi.csv,fake,RF,0.2,1,0.941,488,47,12,453,0.9121495327102803,0.976,0.9429951690821256,500.0,0.9741935483870968,0.906,0.938860103626943,500.0,0.9431715405486886,0.9410000000000001,0.9409276363545342,1000.0,0.9431715405486887,0.941,0.9409276363545344,1000.0
1.0,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.4_with_chi.csv,fake,DT,0.2,1,1.0,500,0,0,500,1.0,1.0,1.0,500.0,1.0,1.0,1.0,500.0,1.0,1.0,1.0,1000.0,1.0,1.0,1.0,1000.0
0.54,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.4_with_chi.csv,fake,SVC,0.2,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.4_with_chi.csv,fake,KNN,0.2,1,0.751,385,134,115,366,0.7418111753371869,0.77,0.7556427870461236,500.0,0.760914760914761,0.732,0.746177370030581,500.0,0.7513629681259739,0.751,0.7509100785383523,1000.0,0.7513629681259739,0.751,0.7509100785383523,1000.0
0.941,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.4_with_chi.csv,fake,RF,0.3,1,0.941,488,47,12,453,0.9121495327102803,0.976,0.9429951690821256,500.0,0.9741935483870968,0.906,0.938860103626943,500.0,0.9431715405486886,0.9410000000000001,0.9409276363545342,1000.0,0.9431715405486887,0.941,0.9409276363545344,1000.0
1.0,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.4_with_chi.csv,fake,DT,0.3,1,1.0,500,0,0,500,1.0,1.0,1.0,500.0,1.0,1.0,1.0,500.0,1.0,1.0,1.0,1000.0,1.0,1.0,1.0,1000.0
0.54,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.4_with_chi.csv,fake,SVC,0.3,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.4_with_chi.csv,fake,KNN,0.3,1,0.751,385,134,115,366,0.7418111753371869,0.77,0.7556427870461236,500.0,0.760914760914761,0.732,0.746177370030581,500.0,0.7513629681259739,0.751,0.7509100785383523,1000.0,0.7513629681259739,0.751,0.7509100785383523,1000.0
0.941,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.4_with_chi.csv,fake,RF,0.4,1,0.941,488,47,12,453,0.9121495327102803,0.976,0.9429951690821256,500.0,0.9741935483870968,0.906,0.938860103626943,500.0,0.9431715405486886,0.9410000000000001,0.9409276363545342,1000.0,0.9431715405486887,0.941,0.9409276363545344,1000.0
1.0,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.4_with_chi.csv,fake,DT,0.4,1,1.0,500,0,0,500,1.0,1.0,1.0,500.0,1.0,1.0,1.0,500.0,1.0,1.0,1.0,1000.0,1.0,1.0,1.0,1000.0
