accuracy,dataset,comparison_thr,model,thr,tipo,accuracy_value,TP,FP,FN,TN,0.precision,0.recall,0.f1-score,0.support,1.precision,1.recall,1.f1-score,1.support,macro avg.precision,macro avg.recall,macro avg.f1-score,macro avg.support,weighted avg.precision,weighted avg.recall,weighted avg.f1-score,weighted avg.support
0.754,user_fake_authentic_2class_50000_threshold_4_EXTENDED_0.2_with_chi.csv,fake,KNN,0.4,1,0.754,386,132,114,368,0.7451737451737451,0.772,0.7583497053045186,500.0,0.7634854771784232,0.736,0.7494908350305499,500.0,0.7543296111760842,0.754,0.7539202701675343,1000.0,0.7543296111760842,0.754,0.7539202701675343,1000.0
0.786,user_fake_authentic_2class_50000_threshold_4_EXTENDED_0.2_with_chi.csv,fake,RF,0.5,1,0.786,422,136,78,364,0.7562724014336918,0.844,0.7977315689981096,500.0,0.8235294117647058,0.728,0.772823779193206,500.0,0.7899009065991989,0.786,0.7852776740956577,1000.0,0.7899009065991989,0.786,0.7852776740956579,1000.0
0.723,user_fake_authentic_2class_50000_threshold_4_EXTENDED_0.2_with_chi.csv,fake,DT,0.5,1,0.723,325,102,175,398,0.7611241217798594,0.65,0.7011866235167206,500.0,0.6945898778359512,0.796,0.7418452935694315,500.0,0.7278569998079053,0.7230000000000001,0.721515958543076,1000.0,0.7278569998079054,0.723,0.721515958543076,1000.0
0.54,user_fake_authentic_2class_50000_threshold_4_EXTENDED_0.2_with_chi.csv,fake,SVC,0.5,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.753,user_fake_authentic_2class_50000_threshold_4_EXTENDED_0.2_with_chi.csv,fake,KNN,0.5,1,0.753,385,132,115,368,0.7446808510638298,0.77,0.7571288102261554,500.0,0.7619047619047619,0.736,0.7487283825025433,500.0,0.7532928064842959,0.753,0.7529285963643493,1000.0,0.7532928064842959,0.753,0.7529285963643494,1000.0
0.775,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,RF,0.1,1,0.775,428,153,72,347,0.7366609294320138,0.856,0.7918593894542091,500.0,0.8281622911694511,0.694,0.7551686615886833,500.0,0.7824116103007324,0.7749999999999999,0.7735140255214462,1000.0,0.7824116103007324,0.775,0.7735140255214462,1000.0
0.792,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,DT,0.1,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,SVC,0.1,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.752,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,KNN,0.1,1,0.752,385,133,115,367,0.7432432432432432,0.77,0.756385068762279,500.0,0.7614107883817427,0.734,0.7474541751527495,500.0,0.752327015812493,0.752,0.7519196219575142,1000.0,0.752327015812493,0.752,0.7519196219575142,1000.0
0.775,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,RF,0.2,1,0.775,428,153,72,347,0.7366609294320138,0.856,0.7918593894542091,500.0,0.8281622911694511,0.694,0.7551686615886833,500.0,0.7824116103007324,0.7749999999999999,0.7735140255214462,1000.0,0.7824116103007324,0.775,0.7735140255214462,1000.0
0.792,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,DT,0.2,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,SVC,0.2,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.752,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,KNN,0.2,1,0.752,385,133,115,367,0.7432432432432432,0.77,0.756385068762279,500.0,0.7614107883817427,0.734,0.7474541751527495,500.0,0.752327015812493,0.752,0.7519196219575142,1000.0,0.752327015812493,0.752,0.7519196219575142,1000.0
0.775,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,RF,0.3,1,0.775,428,153,72,347,0.7366609294320138,0.856,0.7918593894542091,500.0,0.8281622911694511,0.694,0.7551686615886833,500.0,0.7824116103007324,0.7749999999999999,0.7735140255214462,1000.0,0.7824116103007324,0.775,0.7735140255214462,1000.0
0.792,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,DT,0.3,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,SVC,0.3,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.752,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,KNN,0.3,1,0.752,385,133,115,367,0.7432432432432432,0.77,0.756385068762279,500.0,0.7614107883817427,0.734,0.7474541751527495,500.0,0.752327015812493,0.752,0.7519196219575142,1000.0,0.752327015812493,0.752,0.7519196219575142,1000.0
0.775,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,RF,0.4,1,0.775,428,153,72,347,0.7366609294320138,0.856,0.7918593894542091,500.0,0.8281622911694511,0.694,0.7551686615886833,500.0,0.7824116103007324,0.7749999999999999,0.7735140255214462,1000.0,0.7824116103007324,0.775,0.7735140255214462,1000.0
0.792,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,DT,0.4,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,SVC,0.4,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.752,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,KNN,0.4,1,0.752,385,133,115,367,0.7432432432432432,0.77,0.756385068762279,500.0,0.7614107883817427,0.734,0.7474541751527495,500.0,0.752327015812493,0.752,0.7519196219575142,1000.0,0.752327015812493,0.752,0.7519196219575142,1000.0
0.769,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,RF,0.5,1,0.769,428,159,72,341,0.7291311754684838,0.856,0.7874885004599816,500.0,0.8256658595641646,0.682,0.7469879518072289,500.0,0.7773985175163243,0.769,0.7672382261336053,1000.0,0.7773985175163242,0.769,0.7672382261336053,1000.0
0.792,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,DT,0.5,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,SVC,0.5,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.752,user_fake_authentic_2class_50000_threshold_2_EXTENDED_0.1_with_chi.csv,fake,KNN,0.5,1,0.752,385,133,115,367,0.7432432432432432,0.77,0.756385068762279,500.0,0.7614107883817427,0.734,0.7474541751527495,500.0,0.752327015812493,0.752,0.7519196219575142,1000.0,0.752327015812493,0.752,0.7519196219575142,1000.0
0.771,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,RF,0.1,1,0.771,424,153,76,347,0.7348353552859619,0.848,0.787372330547818,500.0,0.8203309692671394,0.694,0.7518959913326111,500.0,0.7775831622765507,0.7709999999999999,0.7696341609402145,1000.0,0.7775831622765507,0.771,0.7696341609402145,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,DT,0.1,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,SVC,0.1,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,KNN,0.1,1,0.751,385,134,115,366,0.7418111753371869,0.77,0.7556427870461236,500.0,0.760914760914761,0.732,0.746177370030581,500.0,0.7513629681259739,0.751,0.7509100785383523,1000.0,0.7513629681259739,0.751,0.7509100785383523,1000.0
0.771,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,RF,0.2,1,0.771,424,153,76,347,0.7348353552859619,0.848,0.787372330547818,500.0,0.8203309692671394,0.694,0.7518959913326111,500.0,0.7775831622765507,0.7709999999999999,0.7696341609402145,1000.0,0.7775831622765507,0.771,0.7696341609402145,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,DT,0.2,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,SVC,0.2,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,KNN,0.2,1,0.751,385,134,115,366,0.7418111753371869,0.77,0.7556427870461236,500.0,0.760914760914761,0.732,0.746177370030581,500.0,0.7513629681259739,0.751,0.7509100785383523,1000.0,0.7513629681259739,0.751,0.7509100785383523,1000.0
0.771,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,RF,0.3,1,0.771,424,153,76,347,0.7348353552859619,0.848,0.787372330547818,500.0,0.8203309692671394,0.694,0.7518959913326111,500.0,0.7775831622765507,0.7709999999999999,0.7696341609402145,1000.0,0.7775831622765507,0.771,0.7696341609402145,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,DT,0.3,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,SVC,0.3,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,KNN,0.3,1,0.751,385,134,115,366,0.7418111753371869,0.77,0.7556427870461236,500.0,0.760914760914761,0.732,0.746177370030581,500.0,0.7513629681259739,0.751,0.7509100785383523,1000.0,0.7513629681259739,0.751,0.7509100785383523,1000.0
0.771,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,RF,0.4,1,0.771,424,153,76,347,0.7348353552859619,0.848,0.787372330547818,500.0,0.8203309692671394,0.694,0.7518959913326111,500.0,0.7775831622765507,0.7709999999999999,0.7696341609402145,1000.0,0.7775831622765507,0.771,0.7696341609402145,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,DT,0.4,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,SVC,0.4,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,KNN,0.4,1,0.751,385,134,115,366,0.7418111753371869,0.77,0.7556427870461236,500.0,0.760914760914761,0.732,0.746177370030581,500.0,0.7513629681259739,0.751,0.7509100785383523,1000.0,0.7513629681259739,0.751,0.7509100785383523,1000.0
0.777,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,RF,0.5,1,0.777,425,148,75,352,0.7417102966841187,0.85,0.7921714818266542,500.0,0.8243559718969555,0.704,0.7594390507011867,500.0,0.7830331342905371,0.7769999999999999,0.7758052662639204,1000.0,0.7830331342905372,0.777,0.7758052662639204,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,DT,0.5,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,SVC,0.5,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.751,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.5_with_chi.csv,fake,KNN,0.5,1,0.751,385,134,115,366,0.7418111753371869,0.77,0.7556427870461236,500.0,0.760914760914761,0.732,0.746177370030581,500.0,0.7513629681259739,0.751,0.7509100785383523,1000.0,0.7513629681259739,0.751,0.7509100785383523,1000.0
0.759,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,RF,0.1,1,0.759,429,170,71,330,0.7161936560934892,0.858,0.7807097361237488,500.0,0.8229426433915212,0.66,0.732519422863485,500.0,0.7695681497425052,0.759,0.756614579493617,1000.0,0.7695681497425052,0.759,0.7566145794936169,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,DT,0.1,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,SVC,0.1,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.754,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,KNN,0.1,1,0.754,386,132,114,368,0.7451737451737451,0.772,0.7583497053045186,500.0,0.7634854771784232,0.736,0.7494908350305499,500.0,0.7543296111760842,0.754,0.7539202701675343,1000.0,0.7543296111760842,0.754,0.7539202701675343,1000.0
0.759,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,RF,0.2,1,0.759,429,170,71,330,0.7161936560934892,0.858,0.7807097361237488,500.0,0.8229426433915212,0.66,0.732519422863485,500.0,0.7695681497425052,0.759,0.756614579493617,1000.0,0.7695681497425052,0.759,0.7566145794936169,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,DT,0.2,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,SVC,0.2,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.754,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,KNN,0.2,1,0.754,386,132,114,368,0.7451737451737451,0.772,0.7583497053045186,500.0,0.7634854771784232,0.736,0.7494908350305499,500.0,0.7543296111760842,0.754,0.7539202701675343,1000.0,0.7543296111760842,0.754,0.7539202701675343,1000.0
0.759,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,RF,0.3,1,0.759,429,170,71,330,0.7161936560934892,0.858,0.7807097361237488,500.0,0.8229426433915212,0.66,0.732519422863485,500.0,0.7695681497425052,0.759,0.756614579493617,1000.0,0.7695681497425052,0.759,0.7566145794936169,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,DT,0.3,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,SVC,0.3,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.754,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,KNN,0.3,1,0.754,386,132,114,368,0.7451737451737451,0.772,0.7583497053045186,500.0,0.7634854771784232,0.736,0.7494908350305499,500.0,0.7543296111760842,0.754,0.7539202701675343,1000.0,0.7543296111760842,0.754,0.7539202701675343,1000.0
0.759,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,RF,0.4,1,0.759,429,170,71,330,0.7161936560934892,0.858,0.7807097361237488,500.0,0.8229426433915212,0.66,0.732519422863485,500.0,0.7695681497425052,0.759,0.756614579493617,1000.0,0.7695681497425052,0.759,0.7566145794936169,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,DT,0.4,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,SVC,0.4,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.754,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,KNN,0.4,1,0.754,386,132,114,368,0.7451737451737451,0.772,0.7583497053045186,500.0,0.7634854771784232,0.736,0.7494908350305499,500.0,0.7543296111760842,0.754,0.7539202701675343,1000.0,0.7543296111760842,0.754,0.7539202701675343,1000.0
0.761,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,RF,0.5,1,0.761,431,170,69,330,0.7171381031613977,0.862,0.7829246139872843,500.0,0.8270676691729323,0.66,0.7341490545050056,500.0,0.772102886167165,0.761,0.7585368342461449,1000.0,0.772102886167165,0.761,0.7585368342461449,1000.0
0.792,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,DT,0.5,1,0.792,500,208,0,292,0.7062146892655368,1.0,0.8278145695364238,500.0,1.0,0.584,0.7373737373737373,500.0,0.8531073446327684,0.792,0.7825941534550807,1000.0,0.8531073446327685,0.792,0.7825941534550805,1000.0
0.54,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,SVC,0.5,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.752,user_fake_authentic_2class_50000_threshold_1_EXTENDED_0.2_with_chi.csv,fake,KNN,0.5,1,0.752,385,133,115,367,0.7432432432432432,0.77,0.756385068762279,500.0,0.7614107883817427,0.734,0.7474541751527495,500.0,0.752327015812493,0.752,0.7519196219575142,1000.0,0.752327015812493,0.752,0.7519196219575142,1000.0
0.841,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,RF,0.1,1,0.841,472,131,28,369,0.7827529021558872,0.944,0.8558476881233001,500.0,0.929471032745592,0.738,0.822742474916388,500.0,0.8561119674507396,0.841,0.8392950815198441,1000.0,0.8561119674507396,0.841,0.8392950815198441,1000.0
0.757,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,DT,0.1,1,0.757,335,78,165,422,0.8111380145278451,0.67,0.7338444687842278,500.0,0.7189097103918228,0.844,0.7764489420423183,500.0,0.765023862459834,0.757,0.755146705413273,1000.0,0.7650238624598339,0.757,0.7551467054132731,1000.0
0.54,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,SVC,0.1,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.752,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,KNN,0.1,1,0.752,385,133,115,367,0.7432432432432432,0.77,0.756385068762279,500.0,0.7614107883817427,0.734,0.7474541751527495,500.0,0.752327015812493,0.752,0.7519196219575142,1000.0,0.752327015812493,0.752,0.7519196219575142,1000.0
0.841,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,RF,0.2,1,0.841,472,131,28,369,0.7827529021558872,0.944,0.8558476881233001,500.0,0.929471032745592,0.738,0.822742474916388,500.0,0.8561119674507396,0.841,0.8392950815198441,1000.0,0.8561119674507396,0.841,0.8392950815198441,1000.0
0.757,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,DT,0.2,1,0.757,335,78,165,422,0.8111380145278451,0.67,0.7338444687842278,500.0,0.7189097103918228,0.844,0.7764489420423183,500.0,0.765023862459834,0.757,0.755146705413273,1000.0,0.7650238624598339,0.757,0.7551467054132731,1000.0
0.54,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,SVC,0.2,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.752,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,KNN,0.2,1,0.752,385,133,115,367,0.7432432432432432,0.77,0.756385068762279,500.0,0.7614107883817427,0.734,0.7474541751527495,500.0,0.752327015812493,0.752,0.7519196219575142,1000.0,0.752327015812493,0.752,0.7519196219575142,1000.0
0.841,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,RF,0.3,1,0.841,472,131,28,369,0.7827529021558872,0.944,0.8558476881233001,500.0,0.929471032745592,0.738,0.822742474916388,500.0,0.8561119674507396,0.841,0.8392950815198441,1000.0,0.8561119674507396,0.841,0.8392950815198441,1000.0
0.757,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,DT,0.3,1,0.757,335,78,165,422,0.8111380145278451,0.67,0.7338444687842278,500.0,0.7189097103918228,0.844,0.7764489420423183,500.0,0.765023862459834,0.757,0.755146705413273,1000.0,0.7650238624598339,0.757,0.7551467054132731,1000.0
0.54,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,SVC,0.3,1,0.54,499,459,1,41,0.5208768267223383,0.998,0.6844993141289437,500.0,0.9761904761904762,0.082,0.15129151291512916,500.0,0.7485336514564072,0.54,0.4178954135220364,1000.0,0.7485336514564072,0.54,0.41789541352203646,1000.0
0.752,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,KNN,0.3,1,0.752,385,133,115,367,0.7432432432432432,0.77,0.756385068762279,500.0,0.7614107883817427,0.734,0.7474541751527495,500.0,0.752327015812493,0.752,0.7519196219575142,1000.0,0.752327015812493,0.752,0.7519196219575142,1000.0
0.841,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,RF,0.4,1,0.841,472,131,28,369,0.7827529021558872,0.944,0.8558476881233001,500.0,0.929471032745592,0.738,0.822742474916388,500.0,0.8561119674507396,0.841,0.8392950815198441,1000.0,0.8561119674507396,0.841,0.8392950815198441,1000.0
0.757,user_fake_authentic_2class_50000_threshold_0_EXTENDED_0.1_with_chi.csv,fake,DT,0.4,1,0.757,335,78,165,422,0.8111380145278451,0.67,0.7338444687842278,500.0,0.7189097103918228,0.844,0.7764489420423183,500.0,0.765023862459834,0.757,0.755146705413273,1000.0,0.7650238624598339,0.757,0.7551467054132731,1000.0
